sdg_id,title,short_description,long_description
khm_3691,Renewed efforts to achieve high coverage of proven malaria control interventions and scaling up the response to high anti-malarial drug resistance in Cambodia,,"Although the burden of malaria in Cambodia has been declining steadily in recent years, it is still the leading cause of hospital mortality and in forested areas many hyperendemic foci remain. Bednet coverage in high risk areas is high but ITN coverage is low despite retreatment efforts (20% in 2004). Cambodia is also right at the centre of the global multi-drug resistant malaria problem. Cambodia is already successfully implementing malaria control activities supported by two GF grants. Nevertheless, as identified during two recent external reviews (conducted by WHO and DFID), significant programmatic gaps still exist (in part due to the recent advances in the field of malaria control) and these programmatic gaps will widen very significantly when GF R2 comes to an end in 2008. The current proposal therefore builds on the activities supported under existing grants, complementing them and adding to them as necessary, and provides for continued implementation of these strengthened activities when the existing grants come to an end. With GF R6 support the NMCP will take full advantage of cost effective new technologies such as LLINs and RDTs. The total estimated budget for this proposal over 5 years is US$29.99 million. The overall goal is to reduce malaria related mortality and morbidity among the population living in high-risk areas in line with CambodiaÌ¢??s MDGs. The number of severe malaria cases and the case fatality rate will be drastically reduced and the susceptibility of P.falciparum to the new first-line treatment will be maintained at above 85%. Key beneficiaries will be the 1.6 million (M) people living within 1 km of the forest (8% ethnic minority groups) and 300,000 temporary forest goers. Another 0.4M people at elevated risk (living 1-2 km from the forest) will be targeted through social marketing initiatives. Within these populations, vulnerable sub-groups (pregnant women and children under 5) will be specifically targeted. Objective 1 is to halt the development and prevent the spread of antimalarial drug resistance. Activities to address the underlying causes of drug resistance development will be concentrated in the 7 western provinces bordering Thailand where the problem is centred. The Department of Drugs and Food (DDF), will establish regulatory and policy guidelines on antimalarial drugs and adverse drug monitoring and post marketing surveillance systems. Intersectoral committees will be set up at provincial level to deal with counterfeit drugs. Rational use of antimalarials will be promoted through training of private providers and through a well coordinated high quality BCC campaign. A high-tec facility will be established at the CNM for in-house monitoring of drug resistance.  Objective 2 is to improve access to and utilization of effective diagnosis and treatment for malaria. The public sector will improve the availability, quality and use of antimalarial drugs and diagnostics in public health facilities through: procurement of first-line drugs (700,000 ACT doses), RDTs (1.3M) and microscopes; improvement of drug management through DDF (forecasting and drug request and management system at OD level); improvement of diagnosis and case-management practices through training and improved referral of severely ill patients; community-based EDAT in selected highly endemic and remote communities; and, introduction of malaria screening of pregnant women in ANC clinics in high risk areas. The private sector will continue to offer ACT (0.89M doses) and RDTs (1.7M) through an established social marketing approach (PSI). Objective 3 is to improve access to and utilization of effective malaria prevention measures. The public sector will deliver 870,000 LLINs to 1.6M people living in high risk communities within 1 km of the forest. To maximise sustainability and cost effectiveness (and take supply issues into consideration), distribution of LLINs will be phased (200,000 per year to reach total coverage by year 4). Nevertheless, with MoH support for conventional bednets during years 1 to 3, coverage of ITNs is expected to exceed 95% from year 1. It is expected that this intervention will significantly reduce malaria transmission. Through the private sector 80,000 long lasting insecticide treated hammock nets and 90,000 long lasting insecticide treatment kits2 will be sold through targeted social marketing. Additional stocks will be procured using funds generated by sales. Objective 4 is to strengthen the management of the national malaria control effort especially at operational levels. A national malaria management information system will be developed. Coordination mechanisms will be strengthened at HC and commune levels, participatory planning efforts will be supported at commune level. Stakeholders will be engaged at community level to carry out malaria control activities including referral. Regular malaria workshops will be supported at PHD/OD levels and inter-province study tours between will be conducted. To strengthen overall capacity, a long-term advisor will be recruited to provide management and technical support to the CNM. The CNM will develop a basic needs-based package of operational research. Infrastructure will be strengthened according to needs. Programme progress will be assessed by means of routine monitoring augmented by mid-term and end of project external evaluations."
khm_1135,Cambodia Second Health Sector Support Program,"Health and other social services (Health): 44, Public Administration, Law, and Justice (Central government administration): 24, Public Administration, Law, and Justice (Sub-national government administration): 24, Health and other social services (Other social services): 4, Public Administration, Law, and Justice (Compulsory health finance): 4","The objective of the Second Health Sector Support Program (HSP2) for Cambodia is to support the implementation of the government's health strategic plan 2008-2015 to improve health outcomes through strengthening institutional capacity and mechanisms by which the government and development partners can achieve more effective and efficient sector performance. The project has a health system strengthening focus, with components that are aligned to the government's HSP2. It includes: (a) Strengthening health service delivery through (i) the provision of service delivery grants and contracting for health services at provincial level and below; and (ii) strengthening health services management supervision and public health functions at provincial and district level; and (iii) investments for the improvement, replacement, and extension of the health service delivery network. (b) Improving health financing which will support (a) health protection for the poor through the consolidation of health equity funds under common management and oversight arrangements and expansion of health equity fund coverage; and (ii) supporting the development of health financing policies and institutional reforms. (c) Strengthening human resources will focus on (i) strengthening pre and in service training and supporting enrollment where shortfalls exist; (ii) strengthening human resource management in the ministry of health; and (iii) support the merit based performance incentive scheme for health managers and key technical staff participating in the implementation of the HSP2 at central and provincial level. (d) Strengthening health system stewardship functions by supporting (i) development of policy packages identified, strengthening the institutional capacity (in particular meeting the demands from decentralization and deconcentration); (ii) private sector regulation and partnerships; (iii) supporting governance and stewardship functions of the national programs and centers overseeing the three HSP2 strategic programs; and (iv) strengthening community participation."
khm_1018,Building Community Capacity for Poverty Reduction Initiatives in the Tonle Sap Basin,,
khm_0846,Asian Elephant Conservation Fund,ASIAN ELEPHANT CONSERVATION FUND,Building National Consensus for Asian Elephants Conservation in Cambodia
khm_0683,Agricultural Census through FAO,AGRICULTURAL CENSUS THROUGH FAO,"The main objective of the progject is contribution to poverty reduction and food security through more effective agriculture and rural development policies and programme defined and implemented on the basis of relevant, reliable and up-to-date structural data on the agriculture sector for their interventions."
khm_0875,Assistance au Cambodian Navigation Coordination Centre,ASSISTANCE AU CAMBODIAN NAVIGATION COORDINATION CENTRE,Assistance au Cambodian Navigation Coordination Centre
khm_0160,Cambodia PRIDE 2011,CAMBODIA PRIDE 2011,Cambodia PRIDE 2011
khm_4351,the Project for Construction of Marine Aquaculture Development Center,THE PROJECT FOR CONSTRUCTION OF MARINE AQUACULTURE DEVELOPMENT CENTER,"This project is to develop marine aquaculture in Cambodia through development of basic technology, supply of seeds, provision of education and so on to farmers and other related stakeholders."
khm_4195,Support to Transitional Justice Programs in Cambodia,SUPPORT TO TRANSITIONAL JUSTICE PROGRAMS IN CAMBODIA,
khm_1950,"ENTMINUNG ALS VORBEREITUNG EINES ENTWICKLUNGSPROGRAMMS IN DER PROVINZ KOMPONG THOM, FORTFÌÏHRUNG",SECTORS NOT SPECIFIED,
khm_3249,"Peace Corps, FK Norway, personnel exchange","PEACE CORPS, FK NORWAY, PERSONNEL EXCHANGE",Feasibility Study in the field of responsible tourism
khm_2633,Inst. Reform & Capacity Building for Drug Control,LEGAL AND JUDICIAL DEVELOPMENT,"AusAID has been providing support to the Criminal Justice sector in Cambodia since 1997, when the first phase of the Cambodia Criminal Justice Assistance Project (CCJAP I) commenced.It subsequently provided a second phase of support (CCJAP II) which started in 2002 and is due for completion in early 2007. Australia has supported a range of other initiatives, including: non-government agencies working on child protection and community safety issues; a regional project to prevent trafficking in people; initiatives delivered directly by other agencies such as the Australian Federal Police (e.g. Trans-national Crime Unit), the Attorney GeneralåÕs Office (e.g. Counter-terrorism legislation) and the Department of Immigration and Multicultural Affairs (e.g. Border Protection); and the Australian Youth Ambassadors scheme and the provision of educational scholarships. Building on the success of earlier interventions, CCJAP III (2007-2011) aims to contribute to a prosperous, safe and secure environment in Cambodia. The purpose of the Project is to provide equitable access to a high standard of justice, with a particular focus on the needs of juveniles and other vulnerable groups. CCJAP III will support the strategic objectives of the Royal Government of CambodiaåÕs Legal and Judicial Reform Strategy, to: improve the protection of personal rights and freedoms; enhance quality of legal processes and related services;and strengthen Legal and Judicial sector institutions to fulfill their mandates."
khm_1301,CHILD SURVIVAL & HEALTH PROGRAMS FUND: CARRYFORWARD FUNDS FOR HIV/AIDS - PROJECT ASSISTANCE - COUNTRY PROJECTS,CHILD SURVIVAL & HEALTH PROGRAMS FUND: CARRYFORWARD FUNDS FOR HIV/AIDS,REHABILITATE AFGHANISTAN AS A NATION-STATE - CHILD SURVIVAL & HEALTH PROGRAMS FUND: CARRYFORWARD FUNDS FOR HIV/AIDS - PROJECT ASSISTANCE - COUNTRY PROJECTS
khm_4737,Youth Resource Development Programme in Cambodia,YOUTH RESOURCE DEVELOPMENT PROGRAMME IN CAMBODIA,Youth Resource Development Programme in Cambodia
khm_2673,Integrated Rural Development through Empowerment Projects,INTEGRATED RURAL DEVELOPMENT THROUGH EMPOWERMENT PROJECTS,"Integrierte lÌ_ndliche EntwicklungsmaÌÙnahmen in abgelegenen Regionen, FortfÌ_hrung"
khm_2215,Frame agreement with NGO (Suomen LÌ_hetysseura ry),FRAME AGREEMENT WITH NGO (SUOMEN LÌãHETYSSEURA RY),"PMDP - Project management Development Project. Capasity building of local staff in project management, general development issues and cross-cutting themes."
khm_0911,AUSBILDUNG VON MINENOPFERN SOWIE DEREN EINGLIEDERUNG IN DIE PRODUKTION DES VEGETATIONSSCHNEIDEGERÌãTS TEMPEST,SOCIAL DEVELOPMENT: TRAINING FOR MINE VICTIMS,
khm_1194,Cambogia. Staung,SECTORS NOT SPECIFIED,Empowerment of the drinking water system in Staung
khm_2925,Master Plan for Establishment of Agriculture Investment Promotion Agency,MASTER PLAN FOR ESTABLISHMENT OF AGRICULTURE INVESTMENT PROMOTION AGENCY,#NAME?
khm_2146,"FOOD FOR PROGRESS TITLE I COMMODITY CREDIT CORPORATION PURCHASE - OCEAN FREIGHT VALUE OF OIL, SOYBEAN (BY 20 LTR)/METRIC TONS: 130 [THROUGH SALESAIN MISSIONS]",FOOD FOR PROGRESS,"FOOD FOR PROGRESS TITLE I COMMODITY CREDIT CORPORATION PURCHASE - OCEAN FREIGHT VALUE OF OIL, SOYBEAN (BY 20 LTR)/METRIC TONS: 130 [THROUGH SALESAIN MISSIONS]"
khm_1161,CAMBODIA:ELECTIONS / MICFEC EDUC/MONITORS,CAMBODIA:ELECTIONS,
khm_1306,CHILD SURVIVAL & HEALTH PROGRAMS FUND: HIV/AIDS - PROJECT ASSISTANCE - COUNTRY PROJECTS,CHILD SURVIVAL & HEALTH PROGRAMS FUND: HIV/AIDS,REHABILITATE AFGHANISTAN AS A NATION-STATE - CHILD SURVIVAL & HEALTH PROGRAMS FUND: HIV/AIDS - PROJECT ASSISTANCE - COUNTRY PROJECTS
khm_0657,Administration and Oversight (Basic Ed),ADMINISTRATION AND OVERSIGHT (BASIC ED),"Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training [Government of Cambodia]"
